iter	RMSE
135	0.02904678301
136	0.02900322229
137	0.02896967947
138	0.02892472381
139	0.02887685729
140	0.0288362743
141	0.02879371281
142	0.02873053788
143	0.02868628355
144	0.02860982901
145	0.02854528801
146	0.02849807216
147	0.02845929462
148	0.02841550385
149	0.02837045655
150	0.02832198773
151	0.02826142203
152	0.02822425073
153	0.02817901655
154	0.028147284
155	0.02811437497
156	0.0280829792
157	0.02804263368
158	0.02800796069
159	0.02797126681
160	0.02792605543
161	0.02789742575
162	0.02786463133
163	0.0278088763
164	0.0277610689
165	0.02772819652
166	0.02769729823
167	0.02767012264
168	0.02761653207
169	0.02757713467
170	0.02754286263
171	0.02750937012
172	0.02747473047
173	0.02744642469
174	0.0274133647
175	0.02738644529
176	0.02734554073
177	0.02730231426
178	0.02728338307
179	0.02723757809
180	0.02719851478
181	0.02716814309
182	0.02714581248
183	0.02710566564
184	0.02705748758
185	0.02701735796
186	0.02699552313
187	0.02694124615
188	0.02690629319
189	0.02687755407
190	0.02684524125
191	0.0268223169
192	0.02678415409
193	0.0267467929
194	0.0267216815
195	0.02669256527
196	0.02666100842
197	0.02663285132
198	0.02660758554
199	0.02658232565
200	0.02655993988
201	0.02651879311
202	0.0264887223
203	0.02645846595
204	0.02643671326
205	0.02640865517
206	0.02638514827
207	0.02635503596
208	0.02632388774
209	0.0262973329
210	0.02627955008
211	0.02625672152
212	0.02624064259
213	0.0262121896
214	0.02618745531
215	0.02615828835
216	0.02611940097
217	0.02609428058
218	0.02606594471
219	0.02604063586
220	0.0260081867
221	0.0259696202
222	0.02592806021
223	0.02590779803
224	0.02587337377
225	0.02584960919
226	0.02582288198
227	0.02580231132
228	0.02577086834
229	0.02574029062
230	0.02572059394
231	0.02569098868
232	0.02566959103
233	0.0256399473
234	0.02561743954
235	0.02559212112
236	0.0255639568
237	0.02553230455
238	0.02551192755
239	0.02548655367
240	0.02545734892
241	0.02544227713
242	0.02541994843
243	0.02540121301
244	0.02538312433
245	0.02536020703
246	0.02534699223
247	0.02531963263
248	0.02529184114
249	0.02526467672
250	0.02524176712
251	0.02522666156
252	0.02520813892
253	0.02517369796
254	0.02515392371
255	0.02513092402
256	0.02510999434
257	0.02508236388
258	0.02506601618
259	0.02503880138
260	0.02501741577
261	0.02500464296
262	0.02497654017
263	0.0249585519
264	0.02493208806
265	0.02490740495
266	0.02489137522
267	0.02487641822
268	0.0248566262
269	0.02483673842
270	0.02481187866
271	0.02479663854
272	0.02476672613
273	0.02475433972
274	0.02473502482
275	0.02471533608
276	0.02469158024
277	0.02466639191
278	0.02464859989
279	0.02462909969
280	0.02461609441
281	0.02459714406
282	0.02457539505
283	0.02455607689
284	0.02453036003
285	0.02450695742
286	0.02449194827
287	0.02446733009
288	0.02445663634
289	0.02444490013
290	0.02443065231
291	0.0244125709
292	0.02439861552
293	0.02438317555
294	0.02436733846
295	0.02434999003
296	0.02433836226
297	0.02431847619
298	0.02430544521
299	0.02428538575
300	0.02426649415
301	0.02425018167
302	0.02423784901
303	0.02422011688
304	0.02420050953
305	0.02417406679
306	0.02415786501
307	0.0241353638
308	0.02411865495
309	0.02410075159
310	0.02408719309
311	0.02407241783
312	0.02406005064
313	0.02404778911
314	0.02403224932
315	0.02401872271
316	0.02399868518
317	0.02398634447
318	0.02396951451
319	0.02395463029
320	0.0239413677
321	0.0239270422
322	0.02391397351
323	0.02390019251
324	0.02388437798
325	0.02387250317
326	0.02386315608
327	0.0238540234
328	0.02384399833
329	0.02382454644
330	0.02381008272
331	0.02380136345
332	0.02378935323
333	0.02377641879
334	0.02376413775
335	0.02374900293
336	0.02373389275
337	0.02371963074
338	0.02370488824
339	0.02369077106
340	0.02367979781
341	0.02366543711
342	0.02365246729
343	0.02363284203
344	0.02361858819
345	0.02360770404
346	0.02359634426
347	0.02358572698
348	0.02356677494
349	0.02355353547
350	0.02354266406
351	0.02352004535
352	0.02350942423
353	0.02349825216
354	0.02347702509
355	0.023467939
356	0.02345606779
357	0.02344297545
358	0.02342299007
359	0.02340401825
360	0.02338982157
361	0.02338169802
362	0.02336923568
363	0.02335695149
364	0.02334237413
365	0.02333077728
366	0.02331698714
367	0.02330470271
368	0.0232884197
369	0.02327332539
370	0.02326497139
371	0.02325903742
372	0.02325287481
373	0.02323623569
374	0.02321851588
375	0.02320303513
376	0.02318958395
377	0.02318098388
378	0.02317060696
379	0.02315949152
380	0.02314859462
381	0.02314023746
382	0.02313058124
383	0.02311605547
384	0.023103367
385	0.02308946208
386	0.02308172094
387	0.02307174962
388	0.02305904946
389	0.02304132558
390	0.02303114117
391	0.02301565368
392	0.02300606497
393	0.02299760243
394	0.02298894185
395	0.02297742966
396	0.02296810989
397	0.0229523722
398	0.02294055697
399	0.02292750018
400	0.02292001483
401	0.02291040279
402	0.02290353424
403	0.02288882982
404	0.02287452404
405	0.02286673252
406	0.02286071596
407	0.0228528264
408	0.02283867448
409	0.02282835934
410	0.02282007917
411	0.02281144976
412	0.02279916312
413	0.0227905485
414	0.02277896355
415	0.02276971758
416	0.02275646762
417	0.02274455452
418	0.02272890012
419	0.02272157458
420	0.02271327006
421	0.02270538899
422	0.02269249871
423	0.02268307781
424	0.02267211519
425	0.02266077603
426	0.022650894
427	0.022639957
428	0.02262961158
429	0.02261975528
430	0.02261307569
431	0.02260036122
432	0.022594985
433	0.02258275094
434	0.02257127379
435	0.02255810382
436	0.02254892954
437	0.02254138313
438	0.02253387054
439	0.02252950167
440	0.02251809543
441	0.02251027295
442	0.02250088079
443	0.02249101876
444	0.02248210299
445	0.02247002052
446	0.02245794196
447	0.02245151756
448	0.02244675816
449	0.02243826835
450	0.02243510298
451	0.02242623089
452	0.02241784232
453	0.02240856662
454	0.02239725959
455	0.02238830757
456	0.02237889005
457	0.02237178201
458	0.02236235753
459	0.02235650016
460	0.02234638208
461	0.0223348873
462	0.02232812549
463	0.02231884724
464	0.02231419303
465	0.02230702309
466	0.02230011162
467	0.02229295918
468	0.02228545919
469	0.0222762989
470	0.02227081932
471	0.02226198369
472	0.02225269389
473	0.02224370954
474	0.02223487737
475	0.02222932184
476	0.02222115041
477	0.02221208879
478	0.02220325862
479	0.02219478814
480	0.02218895263
481	0.02218147745
482	0.02217486011
483	0.0221660018
484	0.02215628552
485	0.0221476911
486	0.02214236519
487	0.02213497708
488	0.02212764396
489	0.02212339897
490	0.02211623317
491	0.02211126297
492	0.02210279527
493	0.02209445273
494	0.02208716075
495	0.0220784267
496	0.0220708323
497	0.02205871408
498	0.02204955416
499	0.0220414276
